barcode_info,construction_number,process_name,supplier_name,timestamp,worker_name
0000337552,7802,完品,泉工業所,20251222-160856,中島
0000337554,7802,完品,宮本鉄工,20251222-160924,中島
0000337555,7802,完品,宮本鉄工,20251222-160924,中島
0000337556,7802,完品,宮本鉄工,20251222-160925,中島
0000337513,7802,Ni10b,ユーカリ工業,20260108-161336,中島
0000337511,7802,完品,ユーカリ工業,20260108-161652,中島
0000337512,7802,完品,ユーカリ工業,20260108-161653,中島
0000337510,7802,完品,ユーカリ工業,20260108-161657,中島
